id,legal_name,name,dob,email,phone,father_name,mother_name,husband_name,gender,blood_group,marital_status,present_address,permanent_address,devotional_status_id,gurudev_harinam,gurudev_pancharatrik,harinam_initiation_gurudev,pancharatrik_initiation_gurudev,initiated_name,harinam_date,pancharatrik_date,education,occupation,devotional_courses,additional_comments,shraddhakutir_id,created_at,updated_at,namhatta_id
231,"Ruma Chakraborty",,1979-10-17,ruma.chakraborty@example.com,+918349762762,"Mukesh Agarwal","Saraswati Sinha",,FEMALE,A-,,"{""country"":""India"",""state"":""Bihar"",""district"":""Darbhanga"",""subDistrict"":""Darbhanga"",""village"":""Darbhanga"",""postalCode"":""846001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Darbhanga"",""subDistrict"":""Darbhanga"",""village"":""Darbhanga"",""postalCode"":""846001""}",6,,,,,"Nitai Das",2000-08-15,,,"Government Service",[],,,2025-01-06T10:08:53.849Z,CURRENT_TIMESTAMP,33
232,"Malati Chatterjee",,1972-02-14,malati.chatterjee@example.com,+916544484876,"Goutam Sengupta","Asha Thakur",,FEMALE,AB+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}","{""country"":""India"",""state"":""Odisha"",""district"":""Khordha"",""subDistrict"":""Bhubaneswar"",""village"":""Bhubaneswar"",""postalCode"":""751001""}",1,,,,,"Prahlada Das",2002-12-05,,,Student,[],,,2024-11-13T11:36:46.556Z,CURRENT_TIMESTAMP,34
233,"Hema Biswas",,1975-05-14,hema.biswas@example.com,+912506555741,"Amit Sharma","Asha Thakur",,FEMALE,O-,,"{""country"":""India"",""state"":""Bihar"",""district"":""Gaya"",""subDistrict"":""Gaya"",""village"":""Gaya"",""postalCode"":""823001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Darbhanga"",""subDistrict"":""Darbhanga"",""village"":""Darbhanga"",""postalCode"":""846001""}",4,,,,,"Prahlada Das",2010-05-12,,,Student,[],,,2024-08-25T23:13:16.755Z,CURRENT_TIMESTAMP,35
234,"Rohit Thakur",,1981-12-12,rohit.thakur@example.com,+915421199253,"Dinesh Roy","Sushma Rana",,MALE,B-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Ranchi"",""subDistrict"":""Ranchi"",""village"":""Ranchi"",""postalCode"":""834001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Ranchi"",""subDistrict"":""Ranchi"",""village"":""Ranchi"",""postalCode"":""834001""}",2,,,,,"Bhima Das",2015-05-27,,,Business,[],,,2024-12-11T13:20:02.232Z,CURRENT_TIMESTAMP,36
235,"Ashok Pandey",,1981-04-26,ashok.pandey@example.com,+913463276738,"Nirmal Bose","Saraswati Sinha","Ritu Mondal",MALE,O-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Deoghar"",""subDistrict"":""Deoghar"",""village"":""Deoghar"",""postalCode"":""814001""}",2,,,,,,,,,Business,"[{""name"":""Course 1"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-12-29T10:11:16.333Z,CURRENT_TIMESTAMP,37
236,"Tarun Chakraborty",,1955-03-15,tarun.chakraborty@example.com,+912666940414,"Debasis Majumdar","Suma Bose","Durga Roy",MALE,AB-,,"{""country"":""India"",""state"":""Bihar"",""district"":""Patna"",""subDistrict"":""Patna"",""village"":""Patna"",""postalCode"":""800001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Patna"",""subDistrict"":""Patna"",""village"":""Patna"",""postalCode"":""800001""}",1,,,,,"Govardhan Das",2000-09-18,,,Retired,"[{""name"":""Course 7"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-04-17T03:02:15.525Z,CURRENT_TIMESTAMP,38
237,"Sushma Rana",,1988-10-04,sushma.rana@example.com,+913075481477,"Subhas Banerjee","Nita Patel","Sachin Rana",FEMALE,O-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Darjeeling"",""subDistrict"":""Darjeeling"",""village"":""Darjeeling"",""postalCode"":""734101""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Jamshedpur"",""subDistrict"":""Jamshedpur"",""village"":""Jamshedpur"",""postalCode"":""831001""}",4,,,,,"Lakshmi Devi",2006-05-03,,,Business,"[{""name"":""Course 7"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-02-08T17:36:38.626Z,CURRENT_TIMESTAMP,39
238,"Naresh Sinha",,1952-01-06,naresh.sinha@example.com,+917500252036,"Ashok Pandey","Malati Chatterjee","Indira Prasad",MALE,AB+,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Bokaro"",""subDistrict"":""Bokaro"",""village"":""Bokaro"",""postalCode"":""827001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Patna"",""subDistrict"":""Patna"",""village"":""Patna"",""postalCode"":""800001""}",2,,,,,,,,,Farmer,[],,,2025-01-17T20:43:59.415Z,CURRENT_TIMESTAMP,40
239,"Devendra Nair",,1996-06-18,devendra.nair@example.com,+919242669254,"Ashok Pandey","Kali Das",,MALE,O-,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Ranchi"",""subDistrict"":""Ranchi"",""village"":""Ranchi"",""postalCode"":""834001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Dhanbad"",""subDistrict"":""Dhanbad"",""village"":""Dhanbad"",""postalCode"":""826001""}",2,,,,,,,,,Farmer,[],,,2025-04-30T21:13:08.096Z,CURRENT_TIMESTAMP,41
240,"Lakshmi Jha",,1952-08-06,lakshmi.jha@example.com,+914470438718,"Dinesh Roy","Nila Pal","Mahendra Prasad",FEMALE,A+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Ballygunge"",""village"":""Ballygunge"",""postalCode"":""700019""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Mayapur"",""village"":""Mayapur"",""postalCode"":""741313""}",5,,,,,,,,,Student,[],,,2025-04-25T07:58:03.861Z,CURRENT_TIMESTAMP,42
241,"Ravi Singh",,1957-02-20,ravi.singh@example.com,+917303718929,"Santosh Kumar","Sushma Rana",,MALE,O-,,"{""country"":""India"",""state"":""Odisha"",""district"":""Ganjam"",""subDistrict"":""Berhampur"",""village"":""Berhampur"",""postalCode"":""760001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Ganjam"",""subDistrict"":""Berhampur"",""village"":""Berhampur"",""postalCode"":""760001""}",2,,,,,"Krishna Prema Das",2006-03-14,,,Business,"[{""name"":""Course 4"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-10-22T00:47:06.732Z,CURRENT_TIMESTAMP,43
242,"Puja Mitra",,1982-09-14,puja.mitra@example.com,+914063005586,"Devendra Nair","Durga Roy",,FEMALE,A+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Howrah"",""village"":""Howrah"",""postalCode"":""711101""}",7,,,,,"Nitai Das",2013-04-04,,,Student,[],,,2024-09-15T18:27:53.509Z,CURRENT_TIMESTAMP,44
243,"Kiran Shah",,1964-06-07,kiran.shah@example.com,+913459857529,"Subhas Banerjee","Nila Pal","Ruma Chakraborty",MALE,A+,,"{""country"":""India"",""state"":""Bihar"",""district"":""Gaya"",""subDistrict"":""Gaya"",""village"":""Gaya"",""postalCode"":""823001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Gaya"",""subDistrict"":""Gaya"",""village"":""Gaya"",""postalCode"":""823001""}",3,,,,,"Balarama Das",2001-05-14,,,Teacher,[],,,2025-03-11T02:39:50.195Z,CURRENT_TIMESTAMP,45
244,"Rajendra Nath",,1985-01-08,rajendra.nath@example.com,+918611191343,"Ravi Singh","Rekha Gupta","Usha Kumar",MALE,A+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Krishnanagar"",""village"":""Krishnanagar"",""postalCode"":""741101""}",6,,,,,"Yamuna Devi",2023-12-22,,,Business,"[{""name"":""Course 2"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-07-04T15:15:06.041Z,CURRENT_TIMESTAMP,46
245,"Mukesh Agarwal",,1977-09-26,mukesh.agarwal@example.com,+911254542114,"Subhas Banerjee","Vidya Nair","Parvati Ghosh",MALE,AB+,,"{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}","{""country"":""India"",""state"":""Odisha"",""district"":""Cuttack"",""subDistrict"":""Cuttack"",""village"":""Cuttack"",""postalCode"":""753001""}",3,,,,,"Ganga Devi",2021-11-13,,,"Government Service","[{""name"":""Course 7"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-06-15T16:46:56.355Z,CURRENT_TIMESTAMP,47
246,"Sunanda Rao",,1973-04-05,sunanda.rao@example.com,+913150312326,"Vikash Choudhary","Usha Kumar","Bijoy Chatterjee",FEMALE,B+,,"{""country"":""India"",""state"":""Jharkhand"",""district"":""Bokaro"",""subDistrict"":""Bokaro"",""village"":""Bokaro"",""postalCode"":""827001""}","{""country"":""India"",""state"":""Jharkhand"",""district"":""Bokaro"",""subDistrict"":""Bokaro"",""village"":""Bokaro"",""postalCode"":""827001""}",6,,,,,,,,,"Government Service","[{""name"":""Course 1"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-10-25T03:02:51.714Z,CURRENT_TIMESTAMP,48
247,"Tarun Chakraborty",,1955-10-19,tarun.chakraborty@example.com,+915168204840,"Goutam Sengupta","Bela Sengupta",,MALE,AB-,,"{""country"":""India"",""state"":""Bihar"",""district"":""Muzaffarpur"",""subDistrict"":""Muzaffarpur"",""village"":""Muzaffarpur"",""postalCode"":""842001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Muzaffarpur"",""subDistrict"":""Muzaffarpur"",""village"":""Muzaffarpur"",""postalCode"":""842001""}",1,,,,,,,,,Student,"[{""name"":""Course 7"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2025-03-22T00:22:35.177Z,CURRENT_TIMESTAMP,49
248,"Sushil Kapoor",,1963-11-09,sushil.kapoor@example.com,+912378116819,"Tapan Mukherjee","Pushpa Choudhary",,MALE,AB+,,"{""country"":""India"",""state"":""Bihar"",""district"":""Patna"",""subDistrict"":""Patna"",""village"":""Patna"",""postalCode"":""800001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Patna"",""subDistrict"":""Patna"",""village"":""Patna"",""postalCode"":""800001""}",1,,,,,"Mandodari Devi",2013-10-24,,,Engineer,[],,,2024-09-13T15:16:44.966Z,CURRENT_TIMESTAMP,50
249,"Sushil Kapoor",,1988-04-20,sushil.kapoor@example.com,+914739423604,"Samir Bhattacharya","Durga Roy","Malati Chatterjee",MALE,A+,,"{""country"":""India"",""state"":""Bihar"",""district"":""Bhagalpur"",""subDistrict"":""Bhagalpur"",""village"":""Bhagalpur"",""postalCode"":""812001""}","{""country"":""India"",""state"":""Bihar"",""district"":""Bhagalpur"",""subDistrict"":""Bhagalpur"",""village"":""Bhagalpur"",""postalCode"":""812001""}",5,,,,,"Sahadeva Das",2019-06-07,,,"Government Service","[{""name"":""Course 6"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-10-11T16:24:43.021Z,CURRENT_TIMESTAMP,51
250,"Savita Babu",,1954-05-17,savita.babu@example.com,+912137826248,"Debasis Majumdar","Indira Prasad","Goutam Sengupta",FEMALE,B+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Paschim Medinipur"",""subDistrict"":""Kharagpur"",""village"":""Kharagpur"",""postalCode"":""721301""}","{""country"":""India"",""state"":""Bihar"",""district"":""Muzaffarpur"",""subDistrict"":""Muzaffarpur"",""village"":""Muzaffarpur"",""postalCode"":""842001""}",3,,,,,,,,,Business,[],,,2025-05-19T23:02:43.554Z,CURRENT_TIMESTAMP,52
251,"Lila Dutta",,1971-05-20,lila.dutta@example.com,+912397479682,"Pradip Mitra","Kali Das","Narendra Reddy",FEMALE,O-,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Darjeeling"",""subDistrict"":""Darjeeling"",""village"":""Darjeeling"",""postalCode"":""734101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}",3,,,,,"Subhadra Devi",2021-01-10,,,Business,[],,,2024-11-30T03:08:45.317Z,CURRENT_TIMESTAMP,53
252,"Shanti Pandey",,1992-11-28,shanti.pandey@example.com,+912074686824,"Prakash Mishra","Kamla Bhardwaj","Jitendra Pillai",FEMALE,B+,,"{""country"":""India"",""state"":""West Bengal"",""district"":""Malda"",""subDistrict"":""Malda"",""village"":""Malda"",""postalCode"":""732101""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Salt Lake"",""village"":""Salt Lake City"",""postalCode"":""700064""}",7,,,,,"Bharata Das",2013-06-03,,,"Government Service","[{""name"":""Course 2"",""date"":""2025-07-11"",""institute"":""ISKCON""}]",,,2024-08-16T17:53:29.290Z,CURRENT_TIMESTAMP,54
253,sdasd,,2025-07-11,"","","","","",MALE,"","","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Central"",""village"":""Park Street"",""postalCode"":""700016""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Central"",""village"":""Park Street"",""postalCode"":""700016""}",2,,,"","","","","",,,[],,1,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,
254,asdasdsa,,2025-07-01,"","","","","",MALE,"","","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Central"",""village"":""Park Street"",""postalCode"":""700016""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Kolkata"",""subDistrict"":""Central"",""village"":""Park Street"",""postalCode"":""700016""}",1,,,"","","","","",,,[],,,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,103
255,Aamar,,2025-07-19,am@dajsd.cis,54564123415,asdsd,aasdasd,asdasdasd,MALE,A+,MARRIED,"{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Mayapur"",""village"":""Mayapur"",""postalCode"":""741313"",""landmark"":""asdasdasdasdasd""}","{""country"":""India"",""state"":""West Bengal"",""district"":""Nadia"",""subDistrict"":""Mayapur"",""village"":""Mayapur"",""postalCode"":""741313"",""landmark"":""asdasdasdasdasd""}",6,,,asdasdasd,asdasdasd,sdasdasd,2025-07-09,2025-07-26,,,"[{""name"":""sdasdasd"",""date"":""2025-08-07"",""institute"":""sadasdasd""}]",,1,CURRENT_TIMESTAMP,CURRENT_TIMESTAMP,28
